filename,prob,contains_pattern
img_0000.png,1.7894628399517387e-05,False
img_0001.png,2.6997657187166624e-05,False
img_0002.png,1.5222452020680066e-05,False
img_0003.png,1.4768656001251657e-05,False
img_0004.png,5.319372576195747e-06,False
img_0005.png,4.476546564546879e-06,False
img_0006.png,9.097515430767089e-06,False
img_0007.png,5.110980509925866e-07,False
img_0008.png,3.6370700895460573e-10,False
img_0009.png,3.856849070871249e-05,False
img_0010.png,2.110514287778642e-06,False
img_0011.png,4.319537038099952e-05,False
img_0012.png,7.568852993244946e-07,False
img_0013.png,8.073261597019155e-06,False
img_0014.png,3.6321657148619124e-07,False
img_0015.png,7.157255458878353e-05,False
img_0016.png,1.0585874218220839e-13,False
img_0017.png,1.4940712844691006e-06,False
img_0018.png,3.739716703421436e-05,False
img_0019.png,2.809403304127045e-05,False
img_0020.png,8.455486977254623e-07,False
img_0021.png,6.512125310109695e-06,False
img_0022.png,1.0834574823093135e-05,False
img_0023.png,1.8339800789135552e-09,False
img_0024.png,5.371443876356352e-07,False
img_0025.png,2.3464401238015853e-05,False
img_0026.png,4.587392686516978e-05,False
img_0027.png,8.871429599821568e-06,False
img_0028.png,1.3543502973334398e-05,False
img_0029.png,1.4245466445572674e-05,False
img_0030.png,1.595225967321312e-06,False
img_0031.png,6.195082780102723e-10,False
img_0032.png,2.6825523491424974e-06,False
img_0033.png,1.2782286376022967e-06,False
img_0034.png,6.629509698541369e-06,False
img_0035.png,1.0290176533089834e-07,False
img_0036.png,1.3124655197316315e-05,False
img_0037.png,4.310895747039467e-06,False
img_0038.png,1.297161270485958e-05,False
img_0039.png,2.012563982134452e-07,False
img_0040.png,1.9486283520109282e-07,False
img_0041.png,4.4534190237754956e-05,False
img_0042.png,1.7563944254561648e-07,False
img_0043.png,3.236415795981884e-05,False
img_0044.png,1.0244914392387727e-06,False
img_0045.png,1.0953905984933954e-05,False
img_0046.png,8.123205589072313e-06,False
img_0047.png,7.4984545790357515e-06,False
img_0048.png,2.567240153439343e-05,False
img_0049.png,5.445936039905064e-07,False
img_0050.png,1.3903907529311255e-05,False
img_0051.png,2.590075382613577e-06,False
img_0052.png,8.583936505601741e-06,False
img_0053.png,1.1245936093473574e-06,False
img_0054.png,2.665918827915448e-07,False
img_0055.png,1.4064644346944988e-06,False
img_0056.png,3.864775862894021e-05,False
img_0057.png,8.157643605954945e-06,False
img_0058.png,9.288853107136674e-06,False
img_0059.png,4.000776698376285e-06,False
img_0060.png,1.1403898270145874e-06,False
img_0061.png,1.4513428823192953e-06,False
img_0062.png,2.1380052203312516e-05,False
img_0063.png,8.070589501585346e-06,False
img_0064.png,1.0210033906332683e-05,False
img_0065.png,3.1385179681819864e-06,False
img_0066.png,2.9191003250161884e-06,False
img_0067.png,7.809086127963383e-06,False
img_0068.png,3.00146930385381e-05,False
img_0069.png,5.07917184222606e-06,False
img_0070.png,1.0453780305397231e-05,False
img_0071.png,3.955712600145489e-06,False
img_0072.png,7.311536592169432e-06,False
img_0073.png,4.611011572563939e-09,False
img_0074.png,7.04885508184816e-07,False
img_0075.png,5.4872643886483274e-06,False
img_0076.png,3.469230705377413e-06,False
img_0077.png,1.8631606053531868e-06,False
img_0078.png,1.0314094652130734e-05,False
img_0079.png,9.480715561949182e-06,False
img_0080.png,4.0682316466700286e-05,False
img_0081.png,1.913876985781826e-05,False
img_0082.png,4.398104465508368e-06,False
img_0083.png,4.799257567356108e-06,False
img_0084.png,5.947156751062721e-05,False
img_0085.png,9.201165198646777e-07,False
img_0086.png,5.1549366617109627e-05,False
img_0087.png,6.304598173301201e-06,False
img_0088.png,2.4156624931492843e-06,False
img_0089.png,5.034612513554748e-07,False
img_0090.png,8.23909886094043e-07,False
img_0091.png,3.940874739782885e-05,False
img_0092.png,3.0291921575553715e-05,False
img_0093.png,4.383185569167836e-06,False
img_0094.png,2.206896221323973e-09,False
img_0095.png,7.439434739353601e-06,False
img_0096.png,5.0694659137207054e-08,False
img_0097.png,3.374150401214138e-05,False
img_0098.png,6.9417433223861735e-06,False
img_0099.png,3.211879402442719e-06,False
img_0100.png,5.187124770600349e-06,False
img_0101.png,1.622445779503323e-05,False
img_0102.png,6.357978691085009e-06,False
img_0103.png,1.355053655061056e-06,False
img_0104.png,0.9595115184783936,True
img_0105.png,1.580878597451374e-05,False
img_0106.png,1.74861925188452e-05,False
img_0107.png,1.8970966664255684e-07,False
img_0108.png,3.137192106805742e-05,False
img_0109.png,4.609481038642116e-05,False
img_0110.png,9.828640941123012e-06,False
img_0111.png,5.549320576392347e-06,False
img_0112.png,0.0026274321135133505,False
img_0113.png,2.485227923898492e-05,False
img_0114.png,2.429970663797576e-05,False
img_0115.png,2.591730844869744e-05,False
img_0116.png,1.9584125766414218e-05,False
img_0117.png,2.3336040612775832e-05,False
img_0118.png,2.006141221500002e-05,False
img_0119.png,8.749731932766736e-06,False
img_0120.png,9.857770237431396e-06,False
img_0121.png,2.7347095965524204e-06,False
img_0122.png,1.1044386383218807e-06,False
img_0123.png,5.988393240841106e-06,False
img_0124.png,2.2643027932645055e-06,False
img_0125.png,3.354685031808913e-05,False
img_0126.png,1.1653655818122388e-10,False
img_0127.png,4.5392894776341564e-07,False
img_0128.png,6.008523087075446e-06,False
img_0129.png,2.407446686447656e-07,False
img_0130.png,0.9341942071914673,True
img_0131.png,5.674084604834206e-06,False
img_0132.png,3.776123548959731e-06,False
img_0133.png,3.3822914701886475e-05,False
img_0134.png,1.7116564777097665e-05,False
img_0135.png,2.1339519662433304e-07,False
img_0136.png,1.3629803561343579e-06,False
img_0137.png,6.575535280717304e-06,False
img_0138.png,1.123259707469515e-09,False
img_0139.png,1.2834841072617564e-05,False
img_0140.png,1.3969698557048105e-05,False
img_0141.png,1.285846246901201e-05,False
img_0142.png,6.046334874554304e-06,False
img_0143.png,1.1406463272578549e-05,False
img_0144.png,5.761482043453725e-06,False
img_0145.png,9.466742199037981e-07,False
img_0146.png,2.768107697193045e-05,False
img_0147.png,0.19985878467559814,True
img_0148.png,1.9066465029027313e-05,False
img_0149.png,2.8003358238493092e-05,False
img_0150.png,3.07038453684072e-06,False
img_0151.png,2.249095587103511e-06,False
img_0152.png,5.778908871434396e-07,False
img_0153.png,2.558355163273518e-06,False
img_0154.png,6.921073349985818e-07,False
img_0155.png,9.86597736840622e-09,False
img_0156.png,2.7620546916296007e-06,False
img_0157.png,1.650607828196371e-06,False
img_0158.png,6.016436486788734e-07,False
img_0159.png,1.4452157302002888e-05,False
img_0160.png,1.1181919035152532e-05,False
img_0161.png,8.605936272942927e-06,False
img_0162.png,1.565421734994743e-05,False
img_0163.png,5.6124401453416795e-05,False
img_0164.png,6.6097504713980015e-06,False
img_0165.png,5.411007464317663e-07,False
img_0166.png,6.515075710922247e-06,False
img_0167.png,1.8644295778358355e-06,False
img_0168.png,1.958515213118517e-06,False
img_0169.png,5.0246355385752395e-05,False
img_0170.png,1.4473703231487889e-06,False
img_0171.png,2.0836394469370134e-05,False
img_0172.png,3.037417570794787e-07,False
img_0173.png,0.02729635313153267,True
img_0174.png,9.24237428989727e-06,False
img_0175.png,1.7651007055974333e-07,False
img_0176.png,5.6881057389546186e-05,False
img_0177.png,1.9829794837278314e-06,False
img_0178.png,2.8487524105003104e-05,False
img_0179.png,4.973821432940895e-06,False
img_0180.png,2.4273172360977924e-09,False
img_0181.png,9.72363613982452e-06,False
img_0182.png,5.3715226385975257e-05,False
img_0183.png,5.584172413364286e-06,False
img_0184.png,2.6614377475198125e-06,False
img_0185.png,3.881056898080715e-07,False
img_0186.png,1.2018723282380961e-05,False
img_0187.png,4.091279333806597e-05,False
img_0188.png,1.0176245268667117e-05,False
img_0189.png,0.3215867578983307,True
img_0190.png,1.854391121014487e-05,False
img_0191.png,5.981115464237519e-06,False
img_0192.png,2.413207221252378e-05,False
img_0193.png,0.9303979277610779,True
img_0194.png,1.1264569366176147e-06,False
img_0195.png,2.915978484452353e-06,False
img_0196.png,5.580967808782589e-06,False
img_0197.png,6.629876224906184e-06,False
img_0198.png,6.236898570932681e-07,False
img_0199.png,8.840958543032684e-08,False
img_0200.png,1.2496418548835209e-06,False
img_0201.png,2.9410867341539415e-07,False
img_0202.png,7.135494797694264e-06,False
img_0203.png,0.901994526386261,True
img_0204.png,8.745943887333851e-06,False
img_0205.png,2.181200216000434e-05,False
img_0206.png,5.082631560071604e-06,False
img_0207.png,5.841606252943166e-06,False
img_0208.png,7.989920050022192e-06,False
img_0209.png,3.08767230308149e-05,False
img_0210.png,1.300037092732964e-05,False
img_0211.png,8.911827080737567e-07,False
